SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,PES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,DISTRITO F,DISTRITO L
122,CARDENAS,2,34,95,3,9,4,1,236,2,4,0,0,0,391,15,406,609,66.6666,2,3
123,CARDENAS,2,17,90,12,4,1,3,261,1,1,1,0,0,395,13,408,569,71.7047,2,3
123,CARDENAS,0,22,123,8,0,0,4,227,2,0,0,0,0,386,14,400,569,70.2987,2,3
124,CARDENAS,1,27,46,11,3,10,3,186,3,0,1,1,0,292,10,302,424,71.2264,2,3
124,CARDENAS,1,30,142,18,4,1,0,176,4,1,1,1,1,380,20,400,546,73.26,2,3
125,CARDENAS,0,41,72,38,7,6,3,264,3,0,0,0,2,438,25,463,706,65.5807,2,3
125,CARDENAS,3,38,73,41,7,3,2,273,5,0,0,0,1,447,17,464,705,65.8156,2,3
126,CARDENAS,2,29,51,11,8,4,2,174,4,0,0,0,0,285,14,299,449,66.5924,2,4
126,CARDENAS,2,35,67,16,5,4,3,178,1,0,0,0,0,311,11,322,449,71.7149,2,4
127,CARDENAS,4,23,82,8,7,3,0,221,0,2,2,0,1,354,10,364,572,63.6363,2,3
127,CARDENAS,1,23,94,6,8,6,1,241,3,3,2,0,0,388,23,411,572,71.8531,2,3
128,CARDENAS,2,31,64,11,5,2,3,204,3,0,0,0,0,325,27,352,518,67.9536,2,4
128,CARDENAS,0,23,61,5,5,4,3,215,4,0,1,0,0,321,16,337,517,65.1837,2,4
128,CARDENAS,2,24,28,17,2,1,1,112,10,0,0,0,0,197,0,197,277,71.1191,2,4
129,CARDENAS,3,51,83,4,8,10,3,190,0,0,2,0,2,357,21,378,512,73.8281,2,3
129,CARDENAS,2,24,69,11,3,4,5,190,4,0,0,0,2,315,23,338,512,66.0156,2,3
129,CARDENAS,3,32,75,3,5,9,2,203,4,0,0,0,0,336,0,336,512,65.625,2,3
130,CARDENAS,3,50,101,7,7,3,3,219,3,0,0,0,2,398,6,404,613,65.9053,2,3
130,CARDENAS,3,41,90,8,4,9,1,240,2,2,0,0,2,406,10,416,613,67.8629,2,3
130,CARDENAS,3,53,90,6,5,6,0,230,6,0,0,0,0,400,18,418,613,68.1892,2,3
131,CARDENAS,2,16,96,1,6,4,4,211,1,0,0,0,1,344,20,364,532,68.421,2,3
131,CARDENAS,1,17,85,3,5,4,0,199,3,11,0,0,1,331,15,346,532,65.0375,2,3
131,CARDENAS,3,23,97,2,5,5,3,177,1,1,0,0,1,321,16,337,531,63.4651,2,3
132,CARDENAS,4,34,64,3,13,12,2,268,11,2,0,0,2,417,7,424,599,70.7846,2,3
132,CARDENAS,5,34,94,6,6,15,4,253,8,1,1,0,0,428,12,440,598,73.5785,2,3
132,CARDENAS,0,35,61,2,6,23,5,280,12,2,0,0,0,426,21,447,598,74.7491,2,3
133,CARDENAS,3,64,57,2,6,31,7,230,17,2,0,0,1,420,19,439,592,74.1554,2,3
133,CARDENAS,1,52,68,4,8,35,4,226,12,0,0,0,0,411,15,426,591,72.0812,2,3
134,CARDENAS,4,23,98,5,7,9,2,205,4,2,0,0,0,361,17,378,607,62.2734,2,3
134,CARDENAS,6,32,109,8,9,9,6,172,3,0,1,0,2,358,27,385,606,63.5313,2,3
134,CARDENAS,3,26,122,10,3,7,4,185,2,1,2,0,1,367,17,384,606,63.3663,2,3
135,CARDENAS,3,31,89,5,7,2,1,189,3,0,0,0,0,330,20,350,492,71.1382,2,4
136,CARDENAS,2,35,66,16,13,3,5,177,7,1,3,0,1,331,23,355,562,63.1672,2,3
136,CARDENAS,3,38,77,17,5,6,0,147,3,3,2,0,0,303,20,323,562,57.4733,2,3
137,CARDENAS,2,21,59,11,3,5,1,288,1,1,0,0,0,395,16,411,609,67.4876,2,3
137,CARDENAS,3,29,51,18,6,3,4,284,3,0,0,0,0,404,11,415,608,68.2565,2,3
138,CARDENAS,2,18,56,12,10,2,0,205,2,0,0,0,1,308,19,327,513,63.7426,2,3
138,CARDENAS,6,12,8,6,4,2,3,235,2,0,1,0,0,281,16,297,513,57.8947,2,3
138,CARDENAS,2,23,45,12,4,6,3,188,5,0,0,0,0,290,10,300,512,58.5937,2,3
139,CARDENAS,3,13,68,11,8,2,2,263,4,0,0,0,0,375,9,384,569,67.4868,2,3
139,CARDENAS,1,17,67,8,5,1,4,258,2,0,3,0,0,366,13,380,569,66.7838,2,3
139,CARDENAS,4,13,75,8,6,4,3,228,4,0,1,0,0,349,21,370,569,65.0263,2,3
140,CARDENAS,1,13,37,4,7,0,2,252,6,0,0,0,0,325,10,335,502,66.733,2,3
140,CARDENAS,4,15,69,4,14,5,2,209,1,1,0,0,0,325,16,341,469,72.7078,2,3
141,CARDENAS,3,16,79,15,2,5,0,266,4,1,1,0,0,392,16,408,615,66.3414,2,4
141,CARDENAS,8,22,60,10,3,2,4,282,2,1,2,0,0,396,14,410,615,66.6666,2,4
142,CARDENAS,2,3,76,11,4,1,3,241,2,1,0,0,1,345,13,358,496,72.1774,2,4
142,CARDENAS,2,11,50,12,10,3,4,229,3,0,0,0,0,324,20,344,495,69.4949,2,4
143,CARDENAS,2,20,62,29,4,8,2,234,3,3,0,0,0,367,11,378,502,75.2988,2,4
143,CARDENAS,2,15,67,31,5,3,3,232,4,1,0,0,0,363,19,382,501,76.2475,2,4
143,CARDENAS,3,16,73,22,7,7,3,222,2,0,0,0,0,355,17,372,501,74.2514,2,4
144,CARDENAS,6,19,108,6,5,10,3,331,8,1,1,0,0,500,20,520,686,75.8017,2,3
144,CARDENAS,5,31,86,7,9,10,2,331,11,1,0,0,0,494,18,512,686,74.6355,2,3
144,CARDENAS,4,20,87,7,8,7,4,329,2,2,1,0,0,471,12,483,685,70.5109,2,3
145,CARDENAS,0,71,37,5,2,4,2,199,2,0,0,0,0,324,11,335,435,77.0114,2,3
145,CARDENAS,7,36,78,6,9,3,1,168,1,0,0,0,0,310,26,336,519,64.7398,2,3
145,CARDENAS,3,30,69,1,6,4,1,204,3,1,0,0,1,323,28,351,518,67.7606,2,3
146,CARDENAS,2,43,88,7,8,5,1,222,5,2,1,0,1,386,23,409,627,65.2312,2,3
146,CARDENAS,1,37,79,11,3,6,4,233,4,2,0,0,0,380,14,394,627,62.8389,2,3
146,CARDENAS,1,40,72,3,4,10,2,258,4,0,0,0,0,402,26,428,627,68.2615,2,3
147,CARDENAS,0,27,68,16,8,1,7,236,1,2,1,0,2,370,21,391,633,61.7693,2,3
147,CARDENAS,1,14,85,10,9,6,3,239,2,0,0,0,0,372,19,391,633,61.7693,2,3
147,CARDENAS,5,8,71,21,2,5,3,257,5,3,0,0,2,386,28,414,633,65.4028,2,3
148,CARDENAS,0,22,121,17,10,9,3,337,4,0,0,0,1,526,13,539,738,73.0352,2,3
148,CARDENAS,1,25,106,21,12,4,3,303,4,0,0,0,1,481,19,500,737,67.8426,2,3
148,CARDENAS,1,16,130,8,12,10,5,317,3,0,0,0,0,504,20,524,737,71.099,2,3
149,CARDENAS,7,22,63,8,10,6,3,308,1,2,3,0,5,439,23,462,676,68.3431,2,3
149,CARDENAS,2,28,80,13,7,7,3,293,2,1,0,0,0,438,13,451,675,66.8148,2,3
150,CARDENAS,4,31,26,7,7,0,2,210,2,0,0,0,0,289,16,305,535,57.0093,2,3
150,CARDENAS,3,20,32,7,8,2,3,212,3,0,0,0,0,294,16,310,535,57.9439,2,3
151,CARDENAS,0,9,21,11,2,0,6,198,5,0,0,0,0,255,16,271,451,60.0886,2,3
151,CARDENAS,1,22,24,16,7,3,8,174,5,0,0,0,0,262,15,277,451,61.419,2,3
151,CARDENAS,2,4,73,4,6,8,1,209,4,2,0,0,0,313,24,337,493,68.3569,2,3
151,CARDENAS,0,13,26,4,3,3,2,78,1,0,0,0,0,132,14,146,257,56.8093,2,3
152,CARDENAS,0,21,46,18,6,2,6,258,8,0,0,0,1,373,18,391,608,64.3092,2,3
152,CARDENAS,1,16,60,11,6,3,3,269,4,0,0,0,0,377,22,402,608,66.1184,2,3
152,CARDENAS,4,10,57,18,9,6,4,260,2,0,1,0,0,373,9,384,607,63.2619,2,3
152,CARDENAS,3,20,46,22,6,8,6,224,9,0,0,0,0,346,0,346,607,57.0016,2,3
153,CARDENAS,1,13,63,4,2,6,2,207,7,0,0,0,1,306,13,319,573,55.6719,2,3
154,CARDENAS,1,31,56,6,4,5,2,249,3,0,0,0,0,362,16,378,566,66.7844,2,3
154,CARDENAS,3,47,58,2,3,5,1,247,7,0,0,0,1,376,17,393,566,69.4346,2,3
154,CARDENAS,4,29,50,4,5,6,2,227,6,0,0,0,1,336,25,361,565,63.8938,2,3
154,CARDENAS,2,35,58,5,6,6,4,224,4,1,0,0,0,349,15,364,565,64.4247,2,3
155,CARDENAS,5,71,45,4,3,5,6,258,4,3,0,0,1,405,10,415,646,64.2414,2,4
155,CARDENAS,2,81,54,3,6,7,5,240,2,0,0,0,1,401,15,417,646,64.551,2,4
155,CARDENAS,4,66,71,8,8,10,1,248,4,0,0,0,2,422,12,435,645,67.4418,2,4
155,CARDENAS,3,68,90,8,14,11,2,228,3,2,0,0,1,430,18,448,645,69.4573,2,4
156,CARDENAS,1,54,37,5,11,4,4,219,4,3,0,0,0,342,21,363,511,71.0371,2,4
156,CARDENAS,3,63,45,8,4,10,1,217,4,1,0,0,0,356,15,371,511,72.6027,2,4
156,CARDENAS,2,52,44,5,7,8,4,187,4,1,0,0,2,316,30,346,511,67.7103,2,4
157,CARDENAS,0,11,44,58,4,3,0,296,4,0,0,0,0,420,22,443,610,72.6229,2,4
157,CARDENAS,0,5,66,75,8,0,2,298,5,0,1,0,0,460,15,475,610,77.8688,2,4
157,CARDENAS,5,9,68,69,3,2,1,295,4,0,0,0,0,456,10,466,609,76.5188,2,4
158,CARDENAS,5,12,27,0,0,0,0,0,0,0,0,0,0,44,0,44,450,9.77777,2,4
158,CARDENAS,0,8,12,19,2,3,0,221,1,0,0,0,0,266,11,277,449,61.6926,2,4
159,CARDENAS,4,6,31,11,6,7,0,349,2,0,0,0,0,416,14,430,632,68.0379,2,4
159,CARDENAS,0,10,40,19,6,5,0,321,2,0,0,0,0,403,2,405,631,64.1838,2,4
160,CARDENAS,0,14,11,46,6,4,0,213,3,0,0,2,0,306,9,315,468,67.3076,2,2
160,CARDENAS,0,14,27,22,2,1,2,226,2,0,0,0,0,297,11,308,468,65.8119,2,2
160,CARDENAS,2,2,109,31,13,9,0,255,1,0,0,2,0,432,17,449,679,66.1266,2,2
161,CARDENAS,0,2,53,38,6,2,0,257,1,0,0,0,0,359,22,381,585,65.1282,2,2
161,CARDENAS,3,11,64,41,8,5,1,259,6,0,0,0,0,400,12,412,584,70.5479,2,2
162,CARDENAS,5,14,57,49,9,3,1,268,11,0,1,0,0,430,14,444,680,65.2941,2,2
162,CARDENAS,8,5,73,40,7,9,1,269,7,0,0,0,4,429,0,429,680,63.0882,2,2
162,CARDENAS,2,9,66,65,8,6,1,269,4,2,0,0,0,439,18,457,680,67.2058,2,2
162,CARDENAS,5,7,51,60,7,10,1,272,10,1,1,0,0,432,14,451,680,66.3235,2,2
162,CARDENAS,7,10,38,51,7,6,0,289,3,0,4,0,0,428,9,437,679,64.3593,2,2
163,CARDENAS,3,39,57,9,11,9,2,322,2,0,0,0,0,454,29,483,696,69.3965,2,4
163,CARDENAS,1,36,72,13,8,6,0,321,2,0,0,0,0,459,32,491,696,70.5459,2,4
163,CARDENAS,1,44,72,0,8,6,0,312,2,0,0,0,0,445,32,477,695,68.633,2,4
164,CARDENAS,9,11,102,46,1,17,2,252,3,6,3,0,5,463,18,481,654,73.5474,2,2
164,CARDENAS,3,21,85,52,7,19,1,216,7,4,0,2,2,433,28,461,654,70.4892,2,2
165,CARDENAS,3,24,52,49,10,5,5,244,3,0,1,0,1,404,20,424,661,64.1452,2,2
165,CARDENAS,0,23,49,56,8,3,3,248,5,0,1,1,0,410,19,429,660,65,2,2
165,CARDENAS,1,19,47,54,7,2,5,240,3,0,0,0,0,394,26,420,660,63.6363,2,2
166,CARDENAS,3,6,78,30,5,5,2,211,6,0,0,0,0,349,19,368,576,63.8888,2,2
166,CARDENAS,2,9,79,25,6,1,4,212,2,4,2,0,1,352,9,361,575,62.7826,2,2
166,CARDENAS,5,8,54,29,11,4,0,236,3,0,0,0,0,354,15,369,575,64.1739,2,2
167,CARDENAS,6,12,45,7,2,1,2,102,4,3,1,0,3,188,14,202,376,53.7234,2,4
167,CARDENAS,4,20,62,7,3,1,2,107,3,0,0,0,1,210,15,226,375,60.2666,2,4
168,CENTLA,17,45,39,57,2,10,3,115,25,0,1,0,0,314,20,334,466,71.6738,5,5
168,CENTLA,17,35,53,61,2,6,3,113,21,3,0,0,0,314,15,329,465,70.7526,5,5
169,CENTLA,12,34,40,70,5,17,8,167,40,3,1,0,0,399,15,414,637,64.9921,5,5
169,CENTLA,13,39,58,83,5,13,1,163,26,2,0,0,1,407,13,420,637,65.934,5,5
169,CENTLA,17,31,55,66,9,13,9,148,27,2,1,0,0,378,13,391,637,61.3814,5,5
169,CENTLA,12,30,66,70,7,7,8,172,31,3,1,0,0,410,19,429,637,67.3469,5,5
170,CENTLA,18,25,57,78,5,12,12,149,31,2,1,0,0,390,21,411,583,70.4974,5,5
170,CENTLA,15,45,61,73,9,18,5,154,26,0,0,0,0,406,15,421,582,72.3367,5,5
171,CENTLA,7,32,73,64,9,14,9,151,34,4,0,0,0,397,10,407,530,76.7924,5,5
171,CENTLA,18,37,37,75,9,13,11,142,29,1,0,0,1,376,8,384,529,72.5897,5,5
172,CENTLA,18,59,48,61,6,14,6,139,29,0,0,0,0,383,7,390,514,75.8754,5,5
173,CENTLA,13,32,72,85,10,9,6,116,47,1,0,0,0,391,10,402,540,74.4444,5,5
173,CENTLA,6,11,15,21,4,6,2,172,23,0,0,0,0,266,7,273,,,5,5
173,CENTLA,0,1,0,1,0,0,0,0,0,,,,,2,0,2,,,5,5
174,CENTLA,36,35,70,86,14,11,8,146,36,2,0,0,1,445,15,460,594,77.441,5,5
175,CENTLA,20,27,50,68,10,6,7,120,26,0,0,0,1,335,13,348,473,73.5729,5,5
175,CENTLA,18,36,47,74,5,9,7,113,28,4,2,0,1,345,15,360,473,76.1099,5,5
176,CENTLA,15,22,42,58,4,12,10,156,16,1,0,0,1,338,16,354,518,68.3397,5,5
176,CENTLA,6,32,48,80,3,8,8,138,20,0,1,1,1,347,18,365,518,70.4633,5,5
176,CENTLA,9,48,32,55,10,5,5,154,17,1,0,0,1,340,13,353,518,68.1467,5,5
177,CENTLA,19,45,50,68,7,8,5,165,27,2,0,0,0,398,14,412,614,67.1009,5,5
177,CENTLA,16,39,49,82,11,8,6,159,12,1,0,0,0,383,22,405,614,65.9609,5,5
177,CENTLA,20,42,51,65,8,13,5,150,37,0,0,0,0,391,13,404,614,65.798,5,5
178,CENTLA,12,32,34,59,2,3,0,120,15,1,1,0,0,279,9,288,408,70.5882,5,5
178,CENTLA,16,35,34,46,8,10,2,114,13,2,0,2,0,283,10,293,408,71.8137,5,5
179,CENTLA,8,21,38,68,5,4,10,128,29,5,2,0,0,321,34,355,519,68.4007,5,5
179,CENTLA,12,23,50,66,3,5,7,111,40,4,1,0,1,324,22,346,519,66.6666,5,5
179,CENTLA,14,23,34,78,9,9,14,114,31,4,1,0,1,332,23,356,518,68.7258,5,5
180,CENTLA,31,29,65,77,7,14,13,168,64,3,1,0,0,472,13,485,635,76.3779,5,5
180,CENTLA,20,27,76,50,8,18,9,145,39,1,1,0,0,394,15,409,634,64.511,5,5
181,CENTLA,12,34,48,107,3,6,6,128,21,1,3,0,1,371,18,389,575,67.6521,5,5
181,CENTLA,12,39,49,121,5,11,6,128,16,2,1,0,0,390,13,403,575,70.0869,5,5
181,CENTLA,17,23,47,99,5,10,7,148,17,6,0,0,0,381,12,393,574,68.4668,5,5
182,CENTLA,9,34,63,53,13,9,7,217,13,0,0,0,0,420,17,437,588,74.3197,5,5
183,CENTLA,5,19,38,62,7,9,3,106,30,3,1,0,0,284,23,307,417,73.6211,5,5
183,CENTLA,16,18,40,50,2,5,7,99,47,3,0,0,0,288,25,313,416,75.2403,5,5
184,CENTLA,5,26,93,85,4,9,2,114,26,0,1,0,0,366,23,389,507,76.7258,5,5
184,CENTLA,7,28,91,100,2,5,1,124,13,0,0,0,1,372,24,396,506,78.2608,5,5
185,CENTLA,7,50,47,32,4,5,5,94,5,0,1,0,0,252,18,270,349,77.3638,5,5
186,CENTLA,5,33,57,56,10,6,5,68,7,5,2,0,4,258,19,278,388,71.6494,5,5
186,CENTLA,14,33,69,38,8,6,6,88,9,1,0,0,0,272,12,284,387,73.385,5,5
187,CENTLA,10,29,56,13,9,2,0,56,1,0,1,0,0,178,10,188,267,70.4119,5,5
188,CENTLA,0,13,23,23,4,0,1,56,5,0,0,0,0,126,7,133,153,86.9281,5,5
188,CENTLA,2,33,26,10,7,2,1,29,6,2,0,0,0,121,0,121,144,84.0277,5,5
189,CENTLA,10,63,60,30,13,9,3,210,29,0,0,0,1,431,21,453,659,68.7405,5,5
189,CENTLA,13,75,68,46,9,9,4,193,24,0,0,0,0,444,28,472,658,71.7325,5,5
190,CENTLA,3,56,52,33,7,9,3,125,5,3,0,0,0,296,17,313,385,81.2987,5,5
190,CENTLA,11,33,39,27,8,4,3,129,12,0,0,0,0,266,12,279,384,72.6562,5,5
191,CENTLA,14,53,101,28,6,12,3,138,7,1,0,0,0,363,17,380,508,74.8031,5,5
192,CENTLA,17,43,76,50,11,10,5,184,24,1,1,0,2,428,22,450,605,74.3801,5,5
192,CENTLA,12,52,94,33,13,13,1,190,11,1,0,1,0,424,21,445,605,73.5537,5,5
192,CENTLA,11,39,86,45,7,4,5,212,12,1,0,0,0,422,12,434,604,71.8543,5,5
193,CENTLA,5,63,50,66,7,1,16,92,24,0,1,0,1,326,29,355,515,68.932,5,5
194,CENTLA,5,12,41,26,14,11,8,188,161,1,0,0,0,467,13,480,628,76.4331,5,5
195,CENTLA,26,44,85,30,12,14,8,123,65,2,0,0,0,409,23,432,554,77.9783,5,5
196,CENTLA,12,17,58,35,10,4,7,223,16,1,0,0,0,383,11,394,576,68.4027,5,5
196,CENTLA,6,23,50,27,7,7,6,194,16,0,2,0,0,340,37,377,576,65.4513,5,5
196,CENTLA,13,25,63,46,7,9,4,172,21,3,1,1,0,365,18,383,575,66.6086,5,5
196,CENTLA,4,29,64,29,9,3,1,223,18,0,0,0,2,383,21,404,575,70.2608,5,5
197,CENTLA,7,29,66,32,14,10,6,186,15,0,0,0,1,370,21,391,537,72.8119,5,5
197,CENTLA,3,24,45,39,7,11,3,191,16,2,0,0,3,347,29,376,537,70.0186,5,5
197,CENTLA,12,25,54,24,7,5,5,194,16,2,0,0,0,345,19,364,536,67.9104,5,5
198,CENTLA,4,41,73,71,15,13,6,229,45,0,0,0,0,499,7,506,729,69.4101,5,5
198,CENTLA,6,62,68,68,16,17,8,202,30,2,0,0,0,480,36,516,728,70.8791,5,5
199,CENTLA,5,28,38,72,4,4,1,131,14,0,0,0,0,297,8,305,409,74.5721,5,5
199,CENTLA,10,29,34,64,9,4,2,134,20,0,0,0,0,306,11,317,408,77.696,5,5
200,CENTLA,15,26,60,53,4,18,11,195,15,0,0,0,0,398,12,410,558,73.4767,5,5
200,CENTLA,7,40,32,56,4,13,1,199,28,0,0,0,1,381,25,406,558,72.7598,5,5
200,CENTLA,12,22,68,50,5,9,1,191,21,1,1,0,1,382,20,402,557,72.1723,5,5
201,CENTLA,13,22,61,38,10,12,7,180,27,2,0,0,2,374,26,400,551,72.5952,5,5
201,CENTLA,5,16,62,38,8,8,24,18,46,0,0,0,0,225,0,225,550,40.909,5,5
201,CENTLA,12,36,42,42,11,8,5,175,10,2,1,0,2,346,14,360,550,65.4545,5,5
202,CENTLA,3,33,39,19,16,9,3,236,33,1,0,0,1,393,31,424,587,72.2316,5,5
202,CENTLA,1,24,46,26,12,2,2,240,29,1,2,0,0,385,26,411,587,70.017,5,5
202,CENTLA,4,50,48,33,0,4,5,293,0,3,0,0,0,440,13,453,587,77.172,5,5
203,CENTLA,6,23,71,55,10,25,5,226,55,2,2,0,1,483,13,496,699,70.9585,5,5
203,CENTLA,5,29,48,54,12,8,5,301,21,0,0,0,0,486,30,516,699,73.8197,5,5
203,CENTLA,9,33,69,90,6,21,4,213,28,2,2,0,0,478,23,501,699,71.6738,5,5
204,CENTLA,11,22,36,121,4,9,5,199,36,0,0,0,0,447,21,468,608,76.9736,5,5
204,CENTLA,7,27,47,120,1,10,8,169,43,1,0,0,1,434,15,449,608,73.8486,5,5
204,CENTLA,9,18,51,93,4,5,7,203,36,1,0,0,0,427,8,435,608,71.546,5,5
204,CENTLA,8,37,49,106,6,7,3,180,32,0,0,0,0,428,26,454,608,74.671,5,5
205,CENTLA,10,34,41,93,4,11,6,244,20,1,0,0,0,466,21,487,626,77.7955,5,5
205,CENTLA,2,47,30,85,2,13,3,253,23,1,0,0,1,460,17,477,626,76.198,5,5
206,CENTLA,6,26,40,77,7,12,4,181,50,0,0,0,0,406,18,424,535,79.2523,5,5
206,CENTLA,2,35,38,99,6,6,8,173,41,0,0,0,0,408,17,425,534,79.588,5,5
206,CENTLA,5,26,40,111,7,21,6,163,23,0,0,0,0,404,19,423,534,79.2134,5,5
207,CENTLA,6,39,37,102,15,4,4,351,22,0,0,0,0,582,15,597,731,81.6689,5,5
207,CENTLA,5,49,41,97,12,10,6,299,22,1,1,0,0,544,22,568,731,77.7017,5,5
208,CENTLA,4,17,36,95,14,13,8,235,31,2,0,0,1,456,14,470,588,79.9319,5,5
208,CENTLA,7,20,42,86,10,6,3,244,35,2,0,0,0,458,13,471,587,80.2385,5,5
209,CENTLA,2,28,33,50,7,9,1,343,20,0,0,0,0,496,22,518,681,76.0646,5,5
209,CENTLA,7,17,50,63,2,10,1,323,27,0,0,0,0,502,7,509,680,74.8529,5,5
209,CENTLA,2,33,41,66,8,6,1,339,13,0,0,0,0,510,20,530,680,77.9411,5,5
210,CENTLA,6,53,77,90,10,10,3,236,24,1,0,2,1,515,22,537,716,75,5,5
210,CENTLA,8,30,51,78,5,7,0,318,14,1,0,1,1,515,26,541,716,75.5586,5,5
210,CENTLA,6,38,61,101,8,9,7,262,11,0,0,0,0,506,22,528,716,73.743,5,5
211,CENTLA,1,34,47,67,6,12,4,259,11,0,0,0,0,441,13,454,588,77.2108,5,5
211,CENTLA,5,31,51,86,8,14,6,216,24,1,0,0,0,444,18,462,588,78.5714,5,5
211,CENTLA,8,28,28,87,8,9,0,272,19,2,0,0,0,462,17,479,588,81.4625,5,5
212,CENTLA,4,28,63,39,8,9,4,258,22,0,0,0,0,438,35,473,627,75.4385,5,5
212,CENTLA,10,44,62,32,11,10,2,263,14,0,0,0,0,451,31,483,626,77.1565,5,5
213,CENTLA,6,41,39,56,7,8,6,311,12,0,0,0,1,489,18,507,661,76.7019,5,5
213,CENTLA,1,33,62,40,6,9,2,322,11,0,0,0,2,489,31,520,660,78.7878,5,5
214,CENTLA,3,23,52,33,7,6,5,237,28,0,3,0,0,397,25,422,545,77.4311,5,5
214,CENTLA,5,38,76,41,14,14,3,198,31,0,0,0,0,420,23,443,545,81.2844,5,5
214,CENTLA,5,27,64,24,11,5,7,197,33,1,1,0,0,376,20,396,544,72.7941,5,5
215,CENTLA,1,27,18,6,0,1,6,57,15,0,0,0,0,131,4,135,152,88.8157,5,5
216,CENTLA,8,53,92,79,12,12,5,202,26,3,1,0,0,497,26,523,646,80.9597,5,5
216,CENTLA,6,50,99,75,19,5,5,192,36,5,0,0,0,492,37,529,645,82.0155,5,5
217,CENTLA,7,14,78,12,5,8,5,136,65,0,0,0,0,330,16,346,460,75.2173,5,5
217,CENTLA,8,26,77,14,5,8,11,120,63,2,0,0,0,336,19,355,460,77.1739,5,5
218,CENTLA,3,20,53,24,5,9,7,88,11,0,0,0,0,220,9,229,286,80.0699,5,5
219,CENTLA,5,17,43,26,1,3,7,75,13,0,0,0,0,190,10,200,255,78.4313,5,5
220,CENTLA,14,28,97,12,5,0,14,201,30,0,0,0,0,401,15,416,522,79.6934,5,5
220,CENTLA,24,69,121,12,11,8,10,146,13,1,1,0,0,418,9,428,522,81.9923,5,5
221,CENTLA,10,77,71,44,10,9,0,128,52,0,1,0,0,402,23,433,627,69.059,5,5
222,CENTLA,6,15,71,14,16,10,6,272,40,1,0,0,3,457,42,500,686,72.8862,5,5
222,CENTLA,13,17,77,17,21,9,10,290,25,2,0,1,0,482,37,519,685,75.7664,5,5
223,CENTLA,5,37,42,68,8,22,0,271,38,0,0,0,0,492,0,492,645,76.279,5,5
223,CENTLA,5,50,41,68,4,7,3,260,43,0,0,0,0,483,22,505,644,78.4161,5,5
223,CENTLA,2,44,40,58,8,8,8,298,32,0,0,0,0,502,31,533,644,82.7639,5,5
224,CENTLA,1,44,28,49,6,5,6,249,47,0,0,0,0,438,27,466,620,75.1612,5,5
224,CENTLA,3,46,32,60,4,9,3,206,47,0,0,0,0,411,21,432,620,69.6774,5,5
224,CENTLA,6,35,40,47,4,9,2,264,56,0,0,0,1,467,16,483,619,78.029,5,5
225,CENTLA,1,36,56,40,10,7,1,23,41,2,0,0,0,217,22,239,397,60.2015,5,5
225,CENTLA,2,48,47,22,10,6,7,112,45,1,0,0,1,301,23,324,396,81.8181,5,5
226,CENTLA,5,24,41,22,4,2,6,95,23,0,0,0,0,222,9,231,304,75.9868,5,5
227,CENTLA,12,49,69,48,10,10,1,206,19,1,0,0,0,426,16,443,586,75.5972,5,5
227,CENTLA,18,41,77,42,9,14,10,197,20,0,0,0,1,429,13,442,585,75.5555,5,5
228,CENTLA,3,51,57,29,6,9,5,162,7,1,0,0,0,333,20,353,454,77.7533,5,5
228,CENTLA,8,46,51,28,9,12,1,156,6,0,1,0,0,322,13,335,453,73.9514,5,5
229,CENTLA,2,43,15,10,2,2,3,23,1,0,0,0,1,102,11,113,180,62.7777,5,5
230,CENTLA,1,7,5,7,1,2,2,34,5,0,0,0,0,64,9,73,84,86.9047,5,5
230,CENTLA,2,15,19,4,1,2,1,36,0,0,0,0,0,80,2,82,98,83.6734,5,5
231,CENTLA,2,31,51,61,7,4,11,64,4,1,0,1,0,238,17,255,413,61.7433,5,5
232,CENTRO,3,24,16,15,14,7,8,342,5,0,0,0,1,435,17,452,724,62.4309,4,9
232,CENTRO,7,28,16,12,15,7,2,328,9,0,0,0,0,424,16,441,724,60.9116,4,9
232,CENTRO,10,23,14,19,4,9,6,342,4,1,0,0,1,433,20,453,724,62.569,4,9
232,CENTRO,7,31,17,17,12,6,5,300,9,1,1,0,0,406,26,433,723,59.8893,4,9
232,CENTRO,7,39,13,10,17,7,2,357,3,1,0,0,0,456,19,475,723,65.6984,4,9
232,CENTRO,7,29,16,8,10,12,5,342,5,1,0,0,0,435,17,452,723,62.5172,4,9
232,CENTRO,9,24,11,11,10,11,4,359,5,0,0,0,0,444,24,468,723,64.7302,4,9
232,CENTRO,23,35,20,20,12,8,9,400,9,3,0,0,0,539,12,552,748,73.7967,4,9
232,CENTRO,18,41,13,13,12,8,3,413,5,0,0,0,0,526,18,544,748,72.7272,4,9
232,CENTRO,13,44,15,18,17,9,2,405,8,0,0,0,0,531,21,552,747,73.8955,4,9
232,CENTRO,17,36,16,15,6,8,1,421,6,0,0,0,0,526,17,543,747,72.6907,4,9
232,CENTRO,11,41,11,14,19,7,9,420,7,1,0,0,0,540,18,559,747,74.8326,4,9
232,CENTRO,12,28,23,11,17,7,6,391,6,1,0,0,0,502,14,516,747,69.0763,4,9
