SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,CASILLA
575,COMALCALCO,0,48,170,10,3,10,1,242,2,1,2,0,1,,490,13,503,731,68.8098,EXTRAORDINARIA 01 CONTIGUA 02
575,COMALCALCO,0,37,137,5,4,4,4,265,5,0,0,0,0,,461,0,461,731,63.0642,EXTRAORDINARIA 01 CONTIGUA 03
576,COMALCALCO,2,45,144,2,3,3,0,229,1,0,1,0,1,,431,17,448,582,76.9759,BASICA
576,COMALCALCO,2,55,151,3,8,1,3,215,2,0,0,0,0,,440,11,451,582,77.4914,CONTIGUA 01
576,COMALCALCO,1,51,135,3,3,5,2,222,0,0,0,0,0,,422,12,434,582,74.5704,CONTIGUA 02
576,COMALCALCO,5,38,126,2,5,7,5,257,1,1,0,0,1,,448,8,456,581,78.4853,CONTIGUA 03
577,COMALCALCO,4,65,86,4,3,6,2,247,0,2,0,0,0,,419,6,425,549,77.4134,BASICA
577,COMALCALCO,2,59,87,4,2,2,0,243,2,2,0,0,1,,404,10,414,549,75.4098,CONTIGUA 01
577,COMALCALCO,5,53,94,1,0,2,1,203,1,4,2,0,1,,367,19,386,548,70.4379,CONTIGUA 02
578,COMALCALCO,4,84,79,2,7,4,1,284,1,3,0,0,1,,470,12,482,731,65.937,BASICA
578,COMALCALCO,7,60,105,4,1,4,5,292,2,2,1,0,0,,483,16,499,731,68.2626,CONTIGUA 01
578,COMALCALCO,4,87,117,0,2,0,1,111,1,0,1,0,1,,325,11,336,389,86.3753,EXTRAORDINARIA 01
579,COMALCALCO,2,43,155,3,5,6,2,168,3,1,0,1,1,,390,10,400,530,75.4716,BASICA
579,COMALCALCO,2,15,164,4,5,4,2,156,1,2,1,0,2,,358,17,375,530,70.7547,CONTIGUA 01
580,COMALCALCO,1,93,94,6,1,3,0,156,0,1,2,0,0,,357,13,370,468,79.0598,BASICA
580,COMALCALCO,1,67,142,8,3,3,0,146,0,2,0,0,1,,373,7,380,468,81.1965,CONTIGUA 01
581,COMALCALCO,2,115,157,2,3,4,2,169,1,1,0,1,0,,457,22,479,670,71.4925,BASICA
581,COMALCALCO,2,68,194,7,3,1,1,204,3,1,1,0,1,,486,6,492,669,73.5426,CONTIGUA 01
581,COMALCALCO,0,92,141,4,4,1,0,200,0,4,0,0,2,,448,20,468,669,69.9551,CONTIGUA 02
582,COMALCALCO,3,57,119,2,1,4,2,179,1,3,1,0,0,,372,13,385,515,74.7572,BASICA
582,COMALCALCO,1,42,132,5,0,1,3,187,2,2,0,0,2,,377,9,386,515,74.9514,CONTIGUA 01
582,COMALCALCO,0,1,88,9,4,4,1,208,1,2,1,0,1,,320,19,339,514,65.9533,CONTIGUA 02
583,COMALCALCO,3,52,122,6,1,3,228,0,2,0,0,0,0,,417,7,424,583,72.7272,BASICA
583,COMALCALCO,4,50,148,4,2,4,0,209,0,4,0,0,0,,425,8,433,583,74.271,CONTIGUA 01
583,COMALCALCO,8,43,121,2,3,2,3,210,0,6,2,0,4,,404,17,421,583,72.2126,CONTIGUA 02
584,COMALCALCO,6,78,159,3,2,2,2,267,0,3,0,0,0,,522,7,529,688,76.8895,BASICA
584,COMALCALCO,2,59,185,1,1,2,3,237,0,4,1,0,0,,495,9,504,688,73.2558,CONTIGUA 01
585,COMALCALCO,4,53,158,3,1,2,5,293,1,4,0,0,0,,524,10,534,692,77.1676,BASICA
585,COMALCALCO,2,35,164,3,2,6,1,280,0,5,0,0,1,,499,17,516,692,74.5664,CONTIGUA 01
586,COMALCALCO,1,35,153,3,2,5,0,210,1,3,0,0,0,,413,18,431,580,74.3103,BASICA
586,COMALCALCO,4,30,154,6,1,3,3,197,2,2,1,0,1,,404,16,420,580,72.4137,CONTIGUA 01
586,COMALCALCO,5,25,142,2,2,5,0,230,2,5,1,0,1,,420,13,433,579,74.7841,CONTIGUA 02
587,COMALCALCO,3,50,114,1,6,5,1,262,0,4,0,0,0,,446,13,459,602,76.2458,BASICA
587,COMALCALCO,3,39,126,1,3,5,1,266,1,3,0,0,0,,448,16,464,601,77.2046,CONTIGUA 01
587,COMALCALCO,3,47,123,5,4,5,1,222,1,13,0,0,0,,424,11,435,601,72.3793,CONTIGUA 02
587,COMALCALCO,1,42,147,7,4,5,0,237,3,3,3,0,2,,454,11,465,601,77.371,CONTIGUA 03
588,COMALCALCO,2,29,101,1,2,4,0,115,0,3,0,0,1,,258,36,294,406,72.4137,BASICA
588,COMALCALCO,2,11,112,2,7,3,0,155,0,3,2,0,0,,297,12,309,405,76.2962,CONTIGUA 01
588,COMALCALCO,1,71,137,1,0,4,5,180,1,0,0,0,0,,400,12,412,554,74.3682,EXTRAORDINARIA 01
589,COMALCALCO,0,59,132,3,2,1,0,198,0,10,2,3,3,,413,12,425,548,77.5547,BASICA
589,COMALCALCO,3,35,133,4,3,6,2,207,2,6,2,0,0,,403,11,414,548,75.5474,CONTIGUA 01
589,COMALCALCO,3,30,141,3,5,3,1,201,2,1,3,0,1,,394,13,407,547,74.4058,CONTIGUA 02
590,COMALCALCO,3,68,86,3,10,4,1,297,3,3,0,0,2,,480,12,492,678,72.5663,BASICA
590,COMALCALCO,2,96,74,4,3,0,4,276,1,6,1,0,0,,467,9,476,678,70.2064,CONTIGUA 01
590,COMALCALCO,1,68,79,4,8,4,2,290,1,2,0,0,0,,459,17,476,678,70.2064,CONTIGUA 02
590,COMALCALCO,2,88,81,6,7,2,2,266,0,5,0,0,0,,459,13,472,678,69.6165,CONTIGUA 03
591,COMALCALCO,8,57,108,4,4,4,1,256,0,5,2,0,0,,449,14,463,625,74.08,BASICA
591,COMALCALCO,6,54,110,10,2,6,0,232,2,4,2,0,0,,428,10,438,625,70.08,CONTIGUA 01
591,COMALCALCO,3,43,116,2,1,3,5,264,0,2,0,0,2,,441,12,453,625,72.48,CONTIGUA 02
592,COMALCALCO,2,87,144,9,7,5,0,217,0,1,1,0,0,,473,16,489,634,77.1293,BASICA
592,COMALCALCO,11,103,168,6,5,5,1,153,2,1,0,0,0,,455,8,463,634,73.0283,CONTIGUA 01
592,COMALCALCO,3,77,149,3,6,2,2,204,2,0,0,0,0,,448,16,464,634,73.1861,CONTIGUA 02
592,COMALCALCO,0,101,138,9,1,2,2,199,3,1,0,0,2,,458,24,482,633,76.1453,CONTIGUA 03
593,COMALCALCO,1,50,129,5,4,3,1,168,1,0,0,0,0,,362,11,373,506,73.7154,BASICA
593,COMALCALCO,5,40,103,2,2,1,1,181,1,0,1,0,0,,337,9,346,506,68.3794,CONTIGUA 01
593,COMALCALCO,2,36,136,3,8,3,0,159,1,1,0,0,3,,352,9,361,506,71.3438,CONTIGUA 02
594,COMALCALCO,5,67,110,7,3,3,2,291,3,0,0,0,0,,491,11,502,677,74.1506,BASICA
594,COMALCALCO,1,87,108,5,2,2,1,263,0,5,0,1,0,,475,14,489,677,72.2304,CONTIGUA 01
